Voltage_measured,Current_measured,Temperature_battery,ambient_temperature,time_seconds
3.8387228819147694,-0.0011888926715630254,3.8387228819147694,4.0,0.0
3.8384760606551334,0.0001948432416785326,3.8384760606551334,4.0,9.438000000000002
3.309742937334874,-1.9937080073264732,3.309742937334874,4.0,19.578000000000003
3.2800559101185467,-1.9934038180340847,3.2800559101185467,4.0,28.938
3.2555976241161755,-1.9942411128999056,3.2555976241161755,4.0,38.281
3.233244904734966,-1.9920839044345973,3.233244904734966,4.0,47.656
3.21177638299546,-1.9926293633126375,3.21177638299546,4.0,56.985
3.1900728398907576,-1.9952924222915156,3.1900728398907576,4.0,66.375
3.167949227985295,-1.9945126442289571,3.167949227985295,4.0,75.75
3.144744097426714,-1.9931289497939402,3.144744097426714,4.0,85.078
3.1199974130960895,-1.9938715808576228,3.1199974130960895,4.0,94.438
3.094059045161746,-1.9934764297501564,3.094059045161746,4.0,103.813
3.0667952645911165,-1.9921485940265784,3.0667952645911165,4.0,113.219
3.0405866203759526,-1.9949720496665597,3.0405866203759526,4.0,122.594
3.017186920586211,-1.9930498087095918,3.017186920586211,4.0,131.906
2.9991230895017247,-1.9935260382268758,2.9991230895017247,4.0,141.281
2.9879803584663396,-1.992983313476206,2.9879803584663396,4.0,150.625
2.9825255319675454,-1.992946184394222,2.9825255319675454,4.0,159.938
2.9814440817290735,-1.9945867567444642,2.9814440817290735,4.0,169.281
2.9833105545544667,-1.9939725906844787,2.9833105545544667,4.0,178.625
2.9874853719467676,-1.996266611874198,2.9874853719467676,4.0,187.953
2.992307056789772,-1.9940839346247559,2.992307056789772,4.0,197.328
2.9983353565777775,-1.9902518351073282,2.9983353565777775,4.0,206.672
3.004650788492867,-1.9930199487146407,3.004650788492867,4.0,216.063
3.0113073044963623,-1.9923389888918324,3.0113073044963623,4.0,225.422
3.0185105527323124,-1.992393573434569,3.0185105527323124,4.0,234.781
3.0255403321531085,-1.9916735111375863,3.0255403321531085,4.0,244.172
3.032886687284572,-1.9925977730369782,3.032886687284572,4.0,253.547
3.0396346597250834,-1.9933927369910243,3.0396346597250834,4.0,262.891
3.0465146395449043,-1.9924129263850285,3.0465146395449043,4.0,272.219
3.05226949717638,-1.991920412653018,3.05226949717638,4.0,281.563
3.0573189965578242,-1.9897190661136714,3.0573189965578242,4.0,290.906
3.0615865598215746,-1.9934331615182146,3.0615865598215746,4.0,300.25
3.0653454640644715,-1.994204203825688,3.0653454640644715,4.0,309.578
3.0684499676828136,-1.9948460420882081,3.0684499676828136,4.0,318.969
3.070915697039697,-1.9918970515666996,3.070915697039697,4.0,328.328
3.0732793127116875,-1.9940708531495954,3.0732793127116875,4.0,337.656
3.0752626212932004,-1.9932212969716068,3.0752626212932004,4.0,347.031
3.07697441613159,-1.9929876611327382,3.07697441613159,4.0,356.406
3.0781303799140067,-1.9935135809422828,3.0781303799140067,4.0,365.75
3.079239609034057,-1.9925607507757204,3.079239609034057,4.0,375.125
3.079980455398671,-1.9925640106100755,3.079980455398671,4.0,384.516
3.0803654744255766,-1.9927035443329013,3.0803654744255766,4.0,393.875
3.080495974025319,-1.9918080124346127,3.080495974025319,4.0,403.235
3.0804830509508783,-1.9935249472492291,3.0804830509508783,4.0,412.578
3.0805125136685323,-1.993271794952498,3.0805125136685323,4.0,421.938
3.079912689769923,-1.9937304201911346,3.079912689769923,4.0,431.36
3.0793753005259132,-1.9937028861838484,3.0793753005259132,4.0,440.719
3.0789753895411085,-1.9919828580892178,3.0789753895411085,4.0,450.078
3.0781839300933025,-1.9926007084656159,3.0781839300933025,4.0,459.453
3.077260982882574,-1.9937227583141905,3.077260982882574,4.0,468.75
3.076368331073276,-1.9942104112251475,3.076368331073276,4.0,478.094
3.075096212190173,-1.9922066678797385,3.075096212190173,4.0,487.531
3.0739732656193604,-1.9951779801948897,3.0739732656193604,4.0,496.938
3.0734384242613366,-1.9932914731345832,3.0734384242613366,4.0,506.297
3.0730386823586806,-1.9936577489748626,3.0730386823586806,4.0,515.656
3.073166069447655,-1.9938296210912092,3.073166069447655,4.0,525.031
3.073156352789024,-1.9940238187103876,3.073156352789024,4.0,534.344
3.073272675533472,-1.9928678332883094,3.073272675533472,4.0,543.75
3.0737437932012814,-1.9927967015676669,3.0737437932012814,4.0,553.11
3.074050389950207,-1.9944063986329512,3.074050389950207,4.0,562.516
3.0744453734918262,-1.99498052801488,3.0744453734918262,4.0,571.828
3.0749391883152017,-1.9927205113969895,3.0749391883152017,4.0,581.172
3.0751998236625444,-1.9900709697978167,3.0751998236625444,4.0,590.485
3.0754070273647107,-1.9938853586463212,3.0754070273647107,4.0,599.828
3.0757582343253906,-1.9977953433822704,3.0757582343253906,4.0,609.188
3.075836289826956,-1.9915618854819817,3.075836289826956,4.0,618.531
3.0760175061540975,-1.9892387027559255,3.0760175061540975,4.0,627.906
3.076044674032341,-1.998659884695217,3.076044674032341,4.0,637.25
3.0762486664284103,-1.9912827838670617,3.0762486664284103,4.0,646.656
3.0759198858301837,-1.9890387124952142,3.0759198858301837,4.0,656.031
3.0758696574526785,-1.9945643006565683,3.0758696574526785,4.0,665.375
3.0753372834010895,-1.9943754856965068,3.0753372834010895,4.0,674.703
3.0745742832979435,-1.9939143714449077,3.0745742832979435,4.0,684.047
3.074259101086289,-1.9924516145912734,3.074259101086289,4.0,693.5
3.0734895241360536,-1.9933493720979962,3.0734895241360536,4.0,702.86
3.072688142248857,-1.9915962324577634,3.072688142248857,4.0,712.172
3.071846934472858,-1.9927299054646277,3.071846934472858,4.0,721.547
3.0706110185109377,-1.9943121792783332,3.0706110185109377,4.0,730.875
3.069600381981606,-1.9932941890438318,3.069600381981606,4.0,740.219
3.068354541546739,-1.9918254175982453,3.068354541546739,4.0,749.563
3.067034200010247,-1.9933125649409902,3.067034200010247,4.0,758.906
3.065289168722101,-1.9925759658390834,3.065289168722101,4.0,768.25
3.0636669163211434,-1.9914225690344405,3.0636669163211434,4.0,777.641
3.061913504145571,-1.9939917591960747,3.061913504145571,4.0,787.016
3.0600226858369095,-1.9925574777071726,3.0600226858369095,4.0,796.375
3.0580536937825333,-1.992646424078145,3.0580536937825333,4.0,805.781
3.0563341243584325,-1.9920982140711418,3.0563341243584325,4.0,815.141
3.053824100960116,-1.9933948210660253,3.053824100960116,4.0,824.453
3.051564087704358,-1.9927203323852969,3.051564087704358,4.0,833.828
3.0491704604725105,-1.9920572892367439,3.0491704604725105,4.0,843.219
3.046495058400292,-1.992175802985452,3.046495058400292,4.0,852.563
3.043936521178275,-1.993977304792046,3.043936521178275,4.0,861.922
3.041260005750169,-1.9939278206810762,3.041260005750169,4.0,871.235
3.0383180526042746,-1.9938950620057672,3.0383180526042746,4.0,880.672
3.0353992486601014,-1.9940527847860625,3.0353992486601014,4.0,890.031
3.0324867137923257,-1.9944905882916986,3.0324867137923257,4.0,899.391
3.0294645859180145,-1.9924011333272054,3.0294645859180145,4.0,908.75
3.026145104327142,-1.99228792770733,3.026145104327142,4.0,918.172
3.022783955826904,-1.9921602445772215,3.022783955826904,4.0,927.516
3.019503682798074,-1.9932753102392897,3.019503682798074,4.0,936.86
3.016047830491042,-1.99347678938538,3.016047830491042,4.0,946.219
3.012644513203914,-1.991462714961643,3.012644513203914,4.0,955.594
3.0088618138472825,-1.992631004290166,3.0088618138472825,4.0,964.985
3.0051531347406772,-1.9932894253455937,3.0051531347406772,4.0,974.375
3.0012935801378906,-1.9927068894163311,3.0012935801378906,4.0,983.75
2.9975388232139353,-1.9946147384105712,2.9975388232139353,4.0,993.094
2.9936087262227518,-1.9936468167372212,2.9936087262227518,4.0,1002.469
2.989632759111731,-1.994898876985093,2.989632759111731,4.0,1011.813
2.9852105693065076,-1.9933269660861177,2.9852105693065076,4.0,1021.156
2.9810067710505663,-1.9937576586565218,2.9810067710505663,4.0,1030.531
2.9766781241014395,-1.9929070688329367,2.9766781241014395,4.0,1039.891
2.97215590585513,-1.9940221326199241,2.97215590585513,4.0,1049.219
2.967784978620907,-1.9934155640440336,2.967784978620907,4.0,1058.547
2.9631361319656473,-1.9934405826545902,2.9631361319656473,4.0,1067.906
2.9586216051746437,-1.992986083647874,2.9586216051746437,4.0,1077.219
2.9540379941432513,-1.9930702980812902,2.9540379941432513,4.0,1086.61
2.949188891653974,-1.9939777885537049,2.949188891653974,4.0,1095.969
2.9442530142785635,-1.9943999087462738,2.9442530142785635,4.0,1105.297
2.9392458984882084,-1.9940109350652626,2.9392458984882084,4.0,1114.688
2.934076817699636,-1.992584313345057,2.934076817699636,4.0,1124.078
2.9289285071492026,-1.9925634399689476,2.9289285071492026,4.0,1133.438
2.9237718530543404,-1.9930430890669277,2.9237718530543404,4.0,1142.766
2.91831269289949,-1.993427198251835,2.91831269289949,4.0,1152.078
2.912903899901043,-1.9925707338935972,2.912903899901043,4.0,1161.406
2.907276938393086,-1.994855935283925,2.907276938393086,4.0,1170.75
2.9016553068400457,-1.9934288468668817,2.9016553068400457,4.0,1180.063
2.895843241765302,-1.9922533349005926,2.895843241765302,4.0,1189.453
2.8899850713093693,-1.9925104940635543,2.8899850713093693,4.0,1198.813
2.884048739574421,-1.9944850417869115,2.884048739574421,4.0,1208.141
2.8781109693795526,-1.994652243219372,2.8781109693795526,4.0,1217.531
2.8719152998972346,-1.9917244784680155,2.8719152998972346,4.0,1226.891
2.8654776205182557,-1.9921183605571942,2.8654776205182557,4.0,1236.25
2.8588842549222733,-1.9940836242489,2.8588842549222733,4.0,1245.641
2.8522430798042624,-1.9923810217577966,2.8522430798042624,4.0,1255.016
2.8454484439968777,-1.9927688156260719,2.8454484439968777,4.0,1264.375
2.8385623217861706,-1.9916529442414157,2.8385623217861706,4.0,1273.75
2.8311764904117305,-1.9915448750934257,2.8311764904117305,4.0,1283.11
2.8240523995628997,-1.9927366069391097,2.8240523995628997,4.0,1292.453
2.8166501446288454,-1.9926814989873511,2.8166501446288454,4.0,1301.797
2.80895038017082,-1.9925093017897828,2.80895038017082,4.0,1311.219
2.8013802024582097,-1.9935040694092527,2.8013802024582097,4.0,1320.61
2.7933301926272214,-1.9924378513724363,2.7933301926272214,4.0,1329.953
2.7851603813636596,-1.9927650124994392,2.7851603813636596,4.0,1339.313
2.7766758225237855,-1.9923668934555434,2.7766758225237855,4.0,1348.719
2.768125385926303,-1.9926856314105177,2.768125385926303,4.0,1358.094
2.7592823994771214,-1.9912119668037604,2.7592823994771214,4.0,1367.391
2.7500456148089456,-1.9910529961372914,2.7500456148089456,4.0,1376.688
2.7408411028734294,-1.993872522491244,2.7408411028734294,4.0,1385.985
2.7311352043037522,-1.9931451446763804,2.7311352043037522,4.0,1395.328
2.7211525665079015,-1.992755781635711,2.7211525665079015,4.0,1404.735
2.7109848075051253,-1.9912125548039945,2.7109848075051253,4.0,1414.078
2.700514952716386,-1.99356050761246,2.700514952716386,4.0,1423.5
2.689656173110366,-1.9938324743604259,2.689656173110366,4.0,1432.891
3.3976378047882942,-0.0011658278945946533,3.3976378047882942,4.0,1442.36
3.441314750291717,-0.002919383798233294,3.441314750291717,4.0,1451.906
3.467614379222715,-0.0026089617088895785,3.467614379222715,4.0,1461.36
3.48708012007509,-0.004752367343688898,3.48708012007509,4.0,1470.828
3.502984699278952,-0.0031291134443674497,3.502984699278952,4.0,1480.313
3.516542007626038,-0.00261822116865718,3.516542007626038,4.0,1489.781
3.5282880192440786,-0.0035663188635276545,3.5282880192440786,4.0,1499.36
3.5383431800350342,-0.004635136888634077,3.5383431800350342,4.0,1508.86
3.5473436377374403,-0.0011328606826281346,3.5473436377374403,4.0,1518.297
3.5555520209613403,-0.005421894725852805,3.5555520209613403,4.0,1527.781
3.5628777420865534,-0.004238251698493282,3.5628777420865534,4.0,1537.344
3.569703545504291,-0.00541998245619735,3.569703545504291,4.0,1546.969
3.5754549731393666,-0.002127101076016767,3.5754549731393666,4.0,1556.563
3.5811733564801016,-0.0010760487358951229,3.5811733564801016,4.0,1566.406
3.586362508242118,-0.0038732968882691215,3.586362508242118,4.0,1576.156
3.590993914035163,-0.0019136879724736702,3.590993914035163,4.0,1585.891
3.595323852050517,-0.003616169720101376,3.595323852050517,4.0,1595.735
3.5991572850819322,0.0002535621585457406,3.5991572850819322,4.0,1605.531
3.602996842599282,-0.0030391866590808356,3.602996842599282,4.0,1615.422
3.606268166502931,-0.0017389479960326208,3.606268166502931,4.0,1625.172
3.6095433151164715,0.0031176153242405166,3.6095433151164715,4.0,1634.906
3.6123660521826064,-0.0022693220659911147,3.6123660521826064,4.0,1644.656
3.6150100763430357,-0.0005868218838181667,3.6150100763430357,4.0,1654.406
3.6177827539195335,0.001758034543866336,3.6177827539195335,4.0,1664.188
3.620124540645319,0.00014072629713224584,3.620124540645319,4.0,1674.0
3.6221965347905596,-0.0006509751454051661,3.6221965347905596,4.0,1683.75
3.6245946698070957,-0.001593018488616565,3.6245946698070957,4.0,1693.516
3.626296409395678,-0.0011348364155473135,3.626296409395678,4.0,1703.25
3.6281797589577685,-0.003752159988819104,3.6281797589577685,4.0,1712.985
3.6298339333611924,-0.0006058176537331624,3.6298339333611924,4.0,1722.703
3.6314517150766115,-0.0018543883018121727,3.6314517150766115,4.0,1732.422
3.6328696185964873,-0.002773548078812837,3.6328696185964873,4.0,1742.141
3.6343670148406604,-0.0019158386032746084,3.6343670148406604,4.0,1751.922
3.635702539154687,0.0011826550858424249,3.635702539154687,4.0,1761.672
3.637111658751487,-0.0033644960979992964,3.637111658751487,4.0,1771.406
3.6382251009312854,-0.004380470197826093,3.6382251009312854,4.0,1781.125
3.639401547887221,-0.0015277753809789857,3.639401547887221,4.0,1790.891
3.640554677147309,-0.001250185365754482,3.640554677147309,4.0,1800.656
3.6417100076710907,-0.0040020374493708105,3.6417100076710907,4.0,1810.375
3.6425942121662467,-0.00106691606312049,3.6425942121662467,4.0,1820.188
3.6434554100226784,0.0004343410421897081,3.6434554100226784,4.0,1829.922
3.644682628393122,-0.0018622470106702067,3.644682628393122,4.0,1839.672
3.645448229755797,0.0008218660692731004,3.645448229755797,4.0,1849.469
3.646356541668415,-0.0015352350070443332,3.646356541668415,4.0,1859.219
3.6471970387971338,-0.0010677098335646344,3.6471970387971338,4.0,1868.969
3.647870964929067,0.000380475740250602,3.647870964929067,4.0,1878.781
3.6486707668765264,-0.0019414859718673242,3.6486707668765264,4.0,1888.578
3.6494900998760813,0.0006010100845692691,3.6494900998760813,4.0,1898.328
3.6499500679942534,-0.0013784141919924702,3.6499500679942534,4.0,1908.11
3.650891459841934,-0.0007828892909092279,3.650891459841934,4.0,1917.906
3.6513539555379704,-0.0014284721093943279,3.6513539555379704,4.0,1927.688
3.651953029029081,-0.0018106801601571387,3.651953029029081,4.0,1937.422
3.652526758327882,-0.00016867857935190005,3.652526758327882,4.0,1947.172
3.653385783203013,-0.0023048897658885553,3.653385783203013,4.0,1956.969
3.6537380956827836,-0.0025176460492147496,3.6537380956827836,4.0,1966.797
3.654401972679769,-0.003457458333264857,3.654401972679769,4.0,1976.594
3.6550105048314685,-0.004468125792935255,3.6550105048314685,4.0,1986.36
3.655439646263287,0.0010634075992427712,3.655439646263287,4.0,1996.141
3.6559193509299908,-0.002542317992101261,3.6559193509299908,4.0,2005.969
3.6565265345348923,0.0006819742865954556,3.6565265345348923,4.0,2015.719
3.656744502487402,0.0005944922609805219,3.656744502487402,4.0,2025.438
