thermal_core_temp,thermal_ambient_temp,cooling_fan_pwm,cooling_fan_rpm,power_voltage_12v,failure
47.67410284659351,23.74507122951685,43.3399835682597,2017.0267960463118,12.100271780069178,0
48.95960676992131,22.792603548243225,99.1460563494888,4087.980342170271,12.12245354755867,0
48.38724644088018,23.97153280715104,88.00110888690503,3805.907396130845,11.888071535876868,0
53.94705306628876,25.284544784612038,92.12854429788698,3982.8455897035487,11.83466539055025,0
57.83184112668647,22.648769937914995,81.65765668857676,3499.996012493582,11.91194220523162,0
46.022541621729005,22.648794564576228,51.16300196852197,2087.666599627872,12.178630654493917,0
59.373742209871565,25.368819223261088,41.86170654508194,1703.800482642703,11.743566653201405,0
47.461119659648034,24.151152093729362,91.87939646416082,3966.5784078825905,11.81760495074223,0
45.210025146116266,22.295788421097573,63.77983922416739,2572.290117245476,11.931184577321133,0
56.72540777543823,23.813840065378947,55.8318925623952,2281.531518130207,11.85364931731318,0
55.836491728827,22.304873460781305,73.70037753033667,3222.8093357585185,11.993749089687894,0
55.40986499022054,22.301405369644616,65.25391134854317,2689.7653583942274,12.212178890914313,0
43.468158958040206,23.36294340734905,79.09995974125343,3332.3285580699035,11.819427232978763,0
45.334373764581,20.130079633013302,69.02759398327082,2975.3163645494965,11.978045073525335,0
53.350554803250375,20.41262325123045,81.83398842641624,3431.2370208161365,11.998762354589928,0
50.40581974952191,22.15656870613854,91.20539617054857,3938.4243617847596,11.949812062714805,0
43.03859624231358,21.480753319498366,51.73342065734734,2167.954542071889,11.763236253587817,0
54.22127863364556,23.471370998892912,59.76597283392921,2531.8709580957784,11.904326171673466,0
45.34912033276936,21.637963886718182,66.20893519423834,3017.9327088664413,11.90477454726753,0
59.64869353835033,20.88154444799706,97.7235068816583,4264.960749638737,12.095025593345637,0
62.46752192789188,25.19847315338233,61.92001681284911,2542.215164786906,12.062936894654776,0
54.2859201074036,22.661335549270195,62.86599097555777,2650.9866057614386,11.76721563757038,0
59.267332535650525,23.101292307031887,79.20835137757368,3500.0425906778332,11.941929546297484,0
49.251625821420106,20.862877720679815,65.15198259339695,2665.0224037355792,11.924961718772437,0
54.77605087946232,22.183425913212226,97.0734247383763,4215.178127585839,12.293204292557586,0
60.032705656377246,23.166383884564798,93.66812562852664,4145.007447443236,12.043846977045243,0
50.746501724632424,21.273509633866546,70.80452666654037,2807.662578443925,11.83838423714542,0
50.032423998432805,23.563547027518506,78.68651403687099,3455.6786651630923,11.883480311609752,0
39.8713102160591,22.099041965121792,43.48183371301723,1697.5282810700614,11.943218190120692,0
50.063658220981125,22.562459375310084,81.74383168194389,3567.7106947643897,12.05435513630873,0
55.03797918902977,22.097440081655904,82.43205237694193,3517.217941850743,12.072738141924336,0
59.45221784216918,25.778417276763406,61.551957738592485,2671.0343849397973,12.030072396403718,0
54.005944557203556,22.979754162893098,53.18097301751636,2324.6811621028655,11.96853521315456,0
46.16563903679271,21.413433606566148,94.904704109021,4043.7134558855178,11.97959995137145,0
40.37288795446924,24.233817368154785,65.60229404830767,2735.627083111749,11.980654616037882,0
46.19744393701505,21.168734525043465,79.22236628810265,3281.988032984903,11.732563515407117,0
49.48722616618342,23.313295392507133,41.999727698575356,1713.0821201625188,11.990806256753448,0
46.18292101104025,20.060494814180338,64.84402999461018,2538.149688286074,11.913411891630844,0
52.7190590685199,21.007720926652354,89.0355286608328,3802.4475896681424,11.75207546688229,0
63.20935031989272,23.295291853803686,63.2545600240429,2615.4454797705816,12.362682386705472,0
52.84887508103968,24.107699869993116,76.18966960821261,3370.7937644292183,12.046695540898067,0
49.95666168684619,23.257052421784955,52.591348029072364,2241.8782496692843,12.001965488741744,0
49.271196698393084,22.82652757641764,64.99153893037357,2697.8480788203724,11.944330801410631,0
51.29465305806235,22.548344456616068,95.6582630831912,4132.202337360826,12.109533368797303,0
43.812454452358466,20.78221701444886,73.98710498206222,3132.528242039683,11.825654961118948,0
50.64142503988427,21.920233687407936,94.11588754557589,4128.699377565193,11.953094356208577,0
